mindate,maxdate,name,datacoverage,id
1982-01-01,2022-04-30,Minimum soil temperature with bare ground cover at 20 cm depth,1.0,SN33
2005-01-01,2012-07-31,Minimum soil temperature with bare ground cover at 50 cm depth,1.0,SN34
2005-01-01,2022-04-30,Minimum soil temperature with bare ground cover at 100 cm depth,1.0,SN35
2006-03-01,2022-04-30,Minimum soil temperature with bare ground cover at 150 cm depth,1.0,SN36
1982-01-01,2022-04-30,Minimum soil temperature with sod cover at 5 cm depth,1.0,SN51
1982-01-01,2022-04-30,Minimum soil temperature with sod cover at 10 cm depth,1.0,SN52
1982-01-01,2022-04-30,Minimum soil temperature with sod cover at 20 cm depth,1.0,SN53
2002-03-01,2012-06-30,Minimum soil temperature with sod cover at 50 cm depth,1.0,SN54
2002-03-01,2022-04-30,Minimum soil temperature with sod cover at 100 cm depth,1.0,SN55
2012-09-27,2022-04-30,Minimum soil temperature with sod cover at 150 cm depth,1.0,SN56
2015-03-01,2015-03-31,Minimum soil temperature with sod cover at 180 cm depth,1.0,SN57
1982-01-01,1993-01-31,Minimum soil temperature with straw multch cover at 5 cm depth,0.9791,SN61
1982-06-01,1990-10-31,Minimum soil temperature with grass muck cover at 10 cm depth,1.0,SN72
1982-06-01,1990-10-31,Minimum soil temperature with bare muck cover at 5 cm depth,1.0,SN81
1982-06-01,1990-10-31,Minimum soil temperature with bare muck cover at 10 cm depth,0.9997,SN82
1982-06-01,1990-10-31,Minimum soil temperature with bare muck cover at 20 cm depth,0.9997,SN83
1840-05-01,2022-06-15,Snowfall,1.0,SNOW
1857-01-18,2022-06-15,Snow depth,1.0,SNWD
2010-01-01,2010-01-01,Long-term averages of autumn cooling degree days with base 45F,1.0,SON-CLDD-BASE45
2010-01-01,2010-01-01,Long-term averages of autumn cooling degree days with base 50F,1.0,SON-CLDD-BASE50
2010-01-01,2010-01-01,Long-term averages of autumn cooling degree days with base 55F,1.0,SON-CLDD-BASE55
2010-01-01,2010-01-01,Long-term averages of autumn cooling degree days with base 57F,1.0,SON-CLDD-BASE57
2010-01-01,2010-01-01,Long-term averages of autumn cooling degree days with base 60F,1.0,SON-CLDD-BASE60
2010-01-01,2010-01-01,Long-term averages of autumn cooling degree days with base 70F,1.0,SON-CLDD-BASE70
2010-01-01,2010-01-01,Long-term averages of autumn cooling degree days with base 72F,1.0,SON-CLDD-BASE72
2010-01-01,2010-01-01,Long-term averages of autumn cooling degree days with base 65F,1.0,SON-CLDD-NORMAL
2010-01-01,2010-01-01,Long-term averages of autumn diurnal temperature range,1.0,SON-DUTR-NORMAL
2010-01-01,2010-01-01,Long-term averages of fall growing degree days with base 40F,1.0,SON-GRDD-BASE40
2010-01-01,2010-01-01,Long-term averages of fall growing degree days with base 45F,1.0,SON-GRDD-BASE45
2010-01-01,2010-01-01,Long-term averages of fall growing degree days with base 50F,1.0,SON-GRDD-BASE50
2010-01-01,2010-01-01,Long-term averages of fall growing degree days with base 55F,1.0,SON-GRDD-BASE55
2010-01-01,2010-01-01,Long-term averages of fall growing degree days with base 57F,1.0,SON-GRDD-BASE57
2010-01-01,2010-01-01,Long-term averages of fall growing degree days with base 60F,1.0,SON-GRDD-BASE60
2010-01-01,2010-01-01,Long-term averages of fall growing degree days with base 65F,1.0,SON-GRDD-BASE65
2010-01-01,2010-01-01,Long-term averages of fall growing degree days with base 70F,1.0,SON-GRDD-BASE70
2010-01-01,2010-01-01,Long-term averages of fall growing degree days with base 72F,1.0,SON-GRDD-BASE72
2010-01-01,2010-01-01,Long-term averages of summer growing degree days with truncated bases 48F and 86F,1.0,SON-GRDD-TB4886
2010-01-01,2010-01-01,Long-term averages of summer growing degree days with truncated bases 50F and 86F,1.0,SON-GRDD-TB5086
2010-01-01,2010-01-01,Long-term averages of autumn heating degree days with base 40F,1.0,SON-HTDD-BASE40
2010-01-01,2010-01-01,Long-term averages of autumn heating degree days with base 45F,1.0,SON-HTDD-BASE45
2010-01-01,2010-01-01,Long-term averages of autumn heating degree days with base 50F,1.0,SON-HTDD-BASE50
2010-01-01,2010-01-01,Long-term averages of autumn heating degree days with base 55F,1.0,SON-HTDD-BASE55
2010-01-01,2010-01-01,Long-term averages of autumn heating degree days with base 57F,1.0,SON-HTDD-BASE57
2010-01-01,2010-01-01,Long-term averages of autumn heating degree days with base 60F,1.0,SON-HTDD-BASE60
2010-01-01,2010-01-01,Long-term averages of autumn heating degree days with base 65F,1.0,SON-HTDD-NORMAL
2010-01-01,2010-01-01,Long-term averages of number of days during September-November with precipitation >= 0.01 inches,1.0,SON-PRCP-AVGNDS-GE001HI
2010-01-01,2010-01-01,Long-term averages of number of days during September-November with precipitation >= 0.10 inches,1.0,SON-PRCP-AVGNDS-GE010HI
2010-01-01,2010-01-01,Long-term averages of number of days during September-November with precipitation >= 0.50 inches,1.0,SON-PRCP-AVGNDS-GE050HI
2010-01-01,2010-01-01,Long-term averages of number of days during September-November with precipitation >= 1.00 inches,1.0,SON-PRCP-AVGNDS-GE100HI
2010-01-01,2010-01-01,Long-term averages of seasonal precipitation totals for September-November,1.0,SON-PRCP-NORMAL
2010-01-01,2010-01-01,Long-term averages of number of days during September-November with snowfall >= 0.1 inches,1.0,SON-SNOW-AVGNDS-GE001TI
2010-01-01,2010-01-01,Long-term averages of number of days during September-November with snowfall >= 1.0 inches,1.0,SON-SNOW-AVGNDS-GE010TI
2010-01-01,2010-01-01,Long-term averages of number of days during September-November with snowfall >= 3.0 inches,1.0,SON-SNOW-AVGNDS-GE030TI
2010-01-01,2010-01-01,Long-term averages of number of days during September-November with snowfall >= 5.0 inches,1.0,SON-SNOW-AVGNDS-GE050TI
2010-01-01,2010-01-01,Long-term averages of number of days during September-November with snowfall >= 10.0 inches,1.0,SON-SNOW-AVGNDS-GE100TI
2010-01-01,2010-01-01,Long-term averages of seasonal snowfall totals for September-November,1.0,SON-SNOW-NORMAL
2010-01-01,2010-01-01,Long-term averages of number of days during September-November with snow depth >= 1 inch,1.0,SON-SNWD-AVGNDS-GE001WI
2010-01-01,2010-01-01,Long-term averages of number of days during September-November with snow depth >= 3 inches,1.0,SON-SNWD-AVGNDS-GE003WI
2010-01-01,2010-01-01,Long-term averages of number of days during September-November with snow depth >= 5 inches,1.0,SON-SNWD-AVGNDS-GE005WI
2010-01-01,2010-01-01,Long-term averages of number of days during September-November with snow depth >= 10 inches,1.0,SON-SNWD-AVGNDS-GE010WI
2010-01-01,2010-01-01,Long-term averages of autumn average temperature,1.0,SON-TAVG-NORMAL
2010-01-01,2010-01-01,Long-term average number of days per autumn where tmax is greater than or equal to 40F,1.0,SON-TMAX-AVGNDS-GRTH040
2010-01-01,2010-01-01,Long-term average number of days per autumn where tmax is greater than or equal to 50F,1.0,SON-TMAX-AVGNDS-GRTH050
2010-01-01,2010-01-01,Long-term average number of days per autumn where tmax is greater than or equal to 60F,1.0,SON-TMAX-AVGNDS-GRTH060
2010-01-01,2010-01-01,Long-term average number of days per autumn where tmax is greater than or equal to 70F,1.0,SON-TMAX-AVGNDS-GRTH070
2010-01-01,2010-01-01,Long-term average number of days per autumn where tmax is greater than or equal to 80F,1.0,SON-TMAX-AVGNDS-GRTH080
2010-01-01,2010-01-01,Long-term average number of days per autumn where tmax is greater than or equal to 90F,1.0,SON-TMAX-AVGNDS-GRTH090
2010-01-01,2010-01-01,Long-term average number of days per autumn where tmax is greater than or equal to 100F,1.0,SON-TMAX-AVGNDS-GRTH100
2010-01-01,2010-01-01,Long-term average number of days per autumn where tmax is less than or equal to 32F,1.0,SON-TMAX-AVGNDS-LSTH032
2010-01-01,2010-01-01,Long-term averages of autumn maximum temperature,1.0,SON-TMAX-NORMAL
2010-01-01,2010-01-01,Long-term average number of days per autumn where tmin is less than or equal to 0F,1.0,SON-TMIN-AVGNDS-LSTH000
2010-01-01,2010-01-01,Long-term average number of days per autumn where tmin is less than or equal to 10F,1.0,SON-TMIN-AVGNDS-LSTH010
2010-01-01,2010-01-01,Long-term average number of days per autumn where tmin is less than or equal to 20F,1.0,SON-TMIN-AVGNDS-LSTH020
2010-01-01,2010-01-01,Long-term average number of days per autumn where tmin is less than or equal to 32F,1.0,SON-TMIN-AVGNDS-LSTH032
2010-01-01,2010-01-01,Long-term average number of days per autumn where tmin is less than or equal to 40F,1.0,SON-TMIN-AVGNDS-LSTH040
2010-01-01,2010-01-01,Long-term average number of days per autumn where tmin is less than or equal to 50F,1.0,SON-TMIN-AVGNDS-LSTH050
2010-01-01,2010-01-01,Long-term average number of days per autumn where tmin is less than or equal to 60F,1.0,SON-TMIN-AVGNDS-LSTH060
2010-01-01,2010-01-01,Long-term average number of days per autumn where tmin is less than or equal to 70F,1.0,SON-TMIN-AVGNDS-LSTH070
2010-01-01,2010-01-01,Long-term averages of autumn minimum temperature,1.0,SON-TMIN-NORMAL
1994-05-20,2022-06-15,Supplemental Precipitation Data,0.95,SPD
1982-01-01,2009-08-31,Maximum soil temperature with unknown cover at 5 cm depth,1.0,SX01
1982-01-01,2012-10-31,Maximum soil temperature with unknown cover at 10 cm depth,1.0,SX02
1982-01-01,2010-01-10,Maximum soil temperature with unknown cover at 20 cm depth,1.0,SX03
1982-01-01,2012-02-29,Maximum soil temperature with grass cover at 5 cm depth,0.9677,SX11
1982-01-01,2012-09-30,Maximum soil temperature with grass cover at 10 cm depth,1.0,SX12
1982-01-01,2012-02-29,Maximum soil temperature with grass cover at 20 cm depth,1.0,SX13
2009-03-01,2011-02-28,Maximum soil temperature with grass cover at 50 cm depth,1.0,SX14
2011-08-01,2012-06-30,Maximum soil temperature with grass cover at 100 cm depth,1.0,SX15
2011-08-01,2012-06-30,Maximum soil temperature with grass cover at 180 cm depth,1.0,SX17
1983-07-01,2010-12-31,Maximum soil temperature with fallow cover at 5 cm depth,1.0,SX21
1983-04-01,2010-12-31,Maximum soil temperature with fallow cover at 10 cm depth,1.0,SX22
1983-04-01,2010-12-31,Maximum soil temperature with fallow cover at 20 cm depth,0.8761,SX23
1982-01-01,2022-04-30,Maximum soil temperature with bare ground cover at 5 cm depth,1.0,SX31
1982-01-01,2022-04-30,Maximum soil temperature with bare ground cover at 10 cm depth,1.0,SX32
1982-01-01,2022-04-30,Maximum soil temperature with bare ground cover at 20 cm depth,1.0,SX33
2005-01-01,2012-07-31,Maximum soil temperature with bare ground cover at 50 cm depth,0.9981,SX34
2005-01-01,2022-04-30,Maximum soil temperature with bare ground cover at 100 cm depth,0.9839,SX35
2011-01-01,2022-04-30,Maximum soil temperature with bare ground cover at 150 cm depth,1.0,SX36
1982-01-01,2022-04-30,Maximum soil temperature with sod cover at 5 cm depth,1.0,SX51
1982-01-01,2022-04-30,Maximum soil temperature with sod cover at 10 cm depth,1.0,SX52
1982-01-01,2022-04-30,Maximum soil temperature with sod cover at 20 cm depth,1.0,SX53
2002-03-01,2012-06-30,Maximum soil temperature with sod cover at 50 cm depth,1.0,SX54
2002-03-01,2022-04-30,Maximum soil temperature with sod cover at 100 cm depth,1.0,SX55
2012-09-27,2022-04-30,Maximum soil temperature with sod cover at 150 cm depth,1.0,SX56
2015-03-01,2019-05-31,Maximum soil temperature with sod cover at 180 cm depth,0.0399,SX57
1982-01-01,1996-11-30,Maximum soil temperature with straw multch cover at 5 cm depth,0.9799,SX61
1982-06-01,1990-10-31,Maximum soil temperature with grass muck cover at 10 cm depth,1.0,SX72
1982-06-01,1990-10-31,Maximum soil temperature with bare muck cover at 5 cm depth,1.0,SX81
1982-06-01,1990-10-31,Maximum soil temperature with bare muck cover at 10 cm depth,1.0,SX82
1982-06-01,1990-10-31,Maximum soil temperature with bare muck cover at 20 cm depth,1.0,SX83
1763-01-01,2022-06-15,Average Temperature.,1.0,TAVG
1966-04-01,2015-11-01,Total monthly evaporation.,1.0,TEVP
1926-03-17,2022-04-30,Thickness of ice on water,1.0,THIC
1763-01-01,2022-06-15,Maximum temperature,1.0,TMAX
1763-01-01,2022-06-15,Minimum temperature,1.0,TMIN
1876-11-27,2022-06-14,Temperature at the time of observation,1.0,TOBS
1781-01-01,2016-03-01,Total precipitation,1.0,TPCP
1994-05-20,2022-06-15,TDWR Base Reflectivity,0.95,TR0
1994-05-20,2022-06-15,TDWR Base Reflectivity,0.95,TR1
1994-05-20,2022-06-15,TDWR Base Reflectivity,0.95,TR2
1840-05-01,2016-03-01,Total snow fall,1.0,TSNW
1965-01-01,2022-05-18,Total sunshine for the period,1.0,TSUN
1994-05-20,2022-06-15,TDWR Base Velocity (first elevation angle),0.95,TV0
1994-05-20,2022-06-15,TDWR Base Velocity (second elevation angle),0.95,TV1
1994-05-20,2022-06-15,TDWR Base Velocity (third elevation angle),0.95,TV2
1966-03-01,2015-11-01,Total monthly wind movement over evaporation pan.,1.0,TWND
1994-05-20,2022-06-15,TDWR Short Range Base Reflectivity (88.9 KM) (ELEV. 1),0.95,TZ0
1994-05-20,2022-06-15,TDWR Short Range Base Reflectivity (88.9 KM) (ELEV. 2),0.95,TZ1
1994-05-20,2022-06-15,TDWR Short Range Base Reflectivity (88.9 KM) (ELEV. 3),0.95,TZ2
1994-05-20,2022-06-15,TDWR Long Range Base Reflectivity (0.6 elev angle),0.95,TZL
1965-01-01,1996-06-30,Direction of fastest 1-minute wind,1.0,WDF1
1993-06-01,2022-06-09,Direction of fastest 2-minute wind,1.0,WDF2
1993-06-01,2022-06-09,Direction of fastest 5-second wind,1.0,WDF5
1948-01-01,2022-06-14,Direction of peak wind gust,1.0,WDFG
1965-01-01,1981-02-03,Direction of highest instantaneous wind,1.0,WDFI
1965-01-01,1996-06-30,Fastest mile wind direction,1.0,WDFM
1859-10-01,2022-04-30,Total wind movement,1.0,WDMV
1952-07-01,2022-06-14,Water equivalent of snow on the ground,1.0,WESD
1998-06-01,2022-06-14,Water equivalent of snowfall,1.0,WESF
1965-01-01,1996-06-30,Fastest 1-minute wind speed,1.0,WSF1
1993-06-01,2022-06-09,Fastest 2-minute wind speed,1.0,WSF2
1993-06-01,2022-06-09,Fastest 5-second wind speed,1.0,WSF5
1948-01-01,2022-06-14,Peak gust wind speed,1.0,WSFG
1965-01-01,2022-06-14,Highest instantaneous wind speed,1.0,WSFI
1965-01-01,1996-06-30,Fastest mile wind speed,1.0,WSFM
1851-05-19,2022-06-09,"Fog, ice fog, or freezing fog (may include heavy fog)",1.0,WT01
1900-12-23,2022-06-09,Heavy fog or heaving freezing fog (not always distinguished from fog),1.0,WT02
1851-04-02,2022-06-09,Thunder,1.0,WT03
1852-02-20,2022-05-13,"Ice pellets, sleet, snow pellets, or small hail"" ",1.0,WT04
1851-04-13,2022-06-07,Hail (may include small hail),1.0,WT05
1890-03-28,2022-05-11,Glaze or rime ,1.0,WT06
1891-12-21,2022-06-08,"Dust, volcanic ash, blowing dust, blowing sand, or blowing obstruction",1.0,WT07
1851-04-11,2022-06-09,Smoke or haze ,1.0,WT08
1852-02-12,2022-05-03,Blowing or drifting snow,1.0,WT09
1886-03-20,2022-06-06,"Tornado, waterspout, or funnel cloud"" ",1.0,WT10
1851-04-03,2022-04-30,High or damaging winds,1.0,WT11
1985-03-07,2008-01-16,Blowing spray,1.0,WT12
1996-07-01,2018-02-20,Mist,1.0,WT13
1851-09-06,2018-06-19,Drizzle,1.0,WT14
1982-03-03,2019-04-13,Freezing drizzle ,1.0,WT15
1851-04-01,2019-07-30,"Rain (may include freezing rain, drizzle, and freezing drizzle)"" ",1.0,WT16
1982-01-18,2021-01-31,Freezing rain ,1.0,WT17
1851-04-13,2021-03-16,"Snow, snow pellets, snow grains, or ice crystals",1.0,WT18
1992-11-01,2013-03-31,Unknown source of precipitation ,1.0,WT19
1996-07-01,2013-03-31,Ground fog ,1.0,WT21
1979-01-01,2017-03-26,Ice fog or freezing fog,1.0,WT22
1996-07-01,2005-12-24,"Fog, ice fog, or freezing fog (may include heavy fog)",1.0,WV01
1996-07-02,2005-12-31,Thunder,1.0,WV03
1996-07-08,2005-09-09,"Ash, dust, sand, or other blowing obstruction",1.0,WV07
1996-10-21,2002-02-04,Snow or ice crystals,1.0,WV18
1996-07-01,2005-12-31,Rain or snow shower,1.0,WV20
2010-01-01,2010-12-31,Long-term average year-to-date precipitation totals,1.0,YTD-PRCP-NORMAL
2010-01-01,2010-12-31,Long-term average year-to-date snowfall totals,1.0,YTD-SNOW-NORMAL
